152;195;176;247;land;false;desert;1
153;245;225;99;land;false;forest;1
154;211;248;241;land;false;hills;1
155;196;220;116;land;false;mountain;1
156;55;215;241;land;false;plains;1
157;50;233;239;land;false;plains;1
158;119;201;250;land;false;hills;1
159;225;89;234;land;true;jungle;1
160;141;240;207;land;false;hills;1
161;211;237;66;land;false;plains;1
162;81;238;247;land;false;hills;1
163;193;189;164;land;false;desert;1
164;254;92;211;land;false;marsh;1
165;243;199;236;land;false;hills;1
166;245;89;251;land;false;hills;1
167;213;217;91;land;false;plains;1
168;152;202;234;land;false;jungle;1
169;145;232;151;land;true;jungle;1
170;139;167;243;land;false;desert;1
171;215;245;100;land;false;hills;1
172;234;168;149;land;true;marsh;1
173;197;161;143;land;false;plains;1
174;175;116;244;land;false;hills;1
175;219;122;181;land;false;hills;1
176;251;246;201;land;false;desert;1
177;212;113;205;land;false;plains;1
178;141;175;223;land;true;plains;1
179;190;248;173;land;false;desert;1
180;229;177;141;land;false;jungle;1
181;97;248;197;land;false;mountain;1
182;225;42;243;land;false;hills;1
183;203;89;229;land;false;hills;1
184;220;197;138;land;false;hills;1
185;116;238;214;land;false;hills;1
186;192;152;201;land;false;hills;1
187;181;244;81;land;false;plains;1
188;245;168;191;land;false;mountain;1
189;192;91;229;land;false;desert;1
190;238;170;250;land;false;hills;1
191;174;198;211;land;false;plains;1
192;173;230;226;land;false;desert;1
193;140;226;136;land;false;hills;1
194;201;153;205;land;true;hills;1
195;216;166;168;land;false;desert;1
196;238;93;190;land;false;mountain;1
197;244;157;227;land;false;hills;1
198;238;93;224;land;false;mountain;1
199;228;44;248;land;false;mountain;1
200;243;144;125;land;false;desert;1
201;200;102;225;land;false;hills;1
202;248;223;104;land;false;hills;1
203;56;234;226;land;false;hills;1
204;253;105;245;land;false;hills;1
205;235;168;239;land;false;hills;1
206;179;214;236;land;true;forest;1
207;231;218;197;land;false;hills;1
208;211;225;87;land;false;hills;1
209;103;194;207;land;false;mountain;1
210;247;220;192;land;false;hills;1
211;251;94;237;land;false;desert;1
212;127;236;231;land;false;desert;1
213;89;168;253;land;false;desert;1
214;145;248;121;land;false;hills;1
215;149;242;126;land;true;desert;1
216;252;222;39;land;false;desert;1
217;212;192;254;land;false;desert;1
218;162;202;226;land;false;desert;1
219;234;138;226;land;false;hills;1
220;215;251;204;land;false;desert;1
221;148;175;197;land;false;hills;1
222;225;81;211;land;false;plains;1
223;162;206;231;land;false;hills;1
224;117;245;175;land;false;desert;1
225;212;159;156;land;false;hills;1
226;227;195;150;land;true;forest;1
227;210;125;219;land;false;hills;1
228;224;246;149;land;false;desert;1
229;169;195;188;land;false;mountain;1
230;185;89;234;land;false;mountain;1
231;124;217;179;land;true;desert;1
232;150;219;144;land;false;desert;1
233;179;206;180;land;false;desert;1
234;241;149;140;land;true;plains;1
235;157;186;236;land;false;desert;1
236;197;195;123;land;true;plains;1
237;208;143;211;land;false;hills;1
238;226;246;193;land;false;hills;1
239;125;236;226;land;false;jungle;1
240;209;228;134;land;false;mountain;1
241;185;198;215;land;true;desert;1
242;234;154;208;land;false;desert;1
243;92;206;210;land;false;mountain;1
244;239;219;58;land;true;plains;1
245;180;212;187;land;false;mountain;1
246;135;198;203;land;true;desert;1
247;248;203;145;land;false;hills;1
248;251;85;191;land;false;desert;1
249;86;246;193;land;false;desert;1
250;163;183;205;land;false;plains;1
251;246;254;18;land;true;hills;1
252;240;244;185;land;false;plains;1
253;224;194;131;land;true;mountain;1
254;213;179;252;land;false;desert;1
255;94;170;249;land;false;hills;1
256;230;141;228;land;false;desert;1
257;231;253;63;land;false;forest;1
258;230;232;150;land;false;desert;1
259;124;242;202;land;false;hills;1
260;205;236;173;land;false;hills;1
261;160;127;247;land;false;desert;1
262;90;180;254;land;false;hills;1
263;250;237;123;land;false;desert;1
264;229;247;79;land;false;hills;1
265;134;183;242;land;false;desert;1
266;248;230;203;land;false;hills;1
267;228;144;166;land;false;hills;1
268;174;227;187;land;false;desert;1
269;249;143;114;land;false;forest;1
270;241;160;239;land;false;hills;1
271;230;170;218;land;false;desert;1
272;223;214;178;land;true;desert;1
273;226;245;170;land;false;hills;1
274;249;167;229;land;false;desert;1
275;143;216;250;land;true;desert;1
276;254;214;83;land;false;hills;1
277;213;192;127;land;true;plains;1
278;62;213;239;land;false;desert;1
279;189;235;253;land;false;hills;1
280;112;232;212;land;true;jungle;1
281;159;215;138;land;true;plains;1
282;113;225;253;land;false;hills;1
283;232;166;223;land;false;desert;1
284;173;235;95;land;false;desert;1
285;215;138;163;land;false;plains;1
286;237;218;148;land;false;jungle;1
287;193;164;146;land;false;hills;1
288;64;225;231;land;false;hills;1
289;116;246;229;land;false;hills;1
290;72;224;237;land;false;hills;1
291;216;212;105;land;false;mountain;1
292;178;211;237;land;true;plains;1
293;174;219;169;land;false;mountain;1
294;242;163;166;land;false;desert;1
295;193;206;116;land;false;mountain;1
296;190;216;232;land;false;mountain;1
297;227;138;139;land;false;hills;1
298;165;180;159;land;false;desert;1
299;180;183;166;land;false;desert;1
300;253;162;138;land;false;desert;1
301;224;225;238;land;false;mountain;1
302;131;136;239;land;false;desert;1
303;248;185;241;land;false;hills;1
304;250;115;244;land;false;mountain;1
305;203;193;240;land;false;hills;1
306;180;233;101;land;false;marsh;1
307;223;56;251;land;false;desert;1
308;193;233;114;land;false;plains;1
309;139;204;215;land;false;hills;1
310;237;180;122;land;false;desert;1
311;241;118;247;land;false;mountain;1
312;234;76;248;land;false;hills;1
313;189;193;243;land;false;plains;1
314;249;220;98;land;false;mountain;1
315;237;110;190;land;false;plains;1
316;189;183;206;land;false;hills;1
317;182;226;125;land;false;hills;1
318;200;178;197;land;false;desert;1
319;209;209;192;land;false;jungle;1
320;107;179;243;land;false;desert;1
321;122;243;201;land;false;plains;1
322;149;198;187;land;false;hills;1
323;211;133;167;land;false;desert;1
324;173;219;155;land;false;hills;1
325;228;126;217;land;false;hills;1
326;163;213;233;land;false;mountain;1
327;163;248;175;land;false;hills;1
328;252;81;179;land;false;desert;1
329;253;151;208;land;false;plains;1
330;208;190;109;land;false;desert;1
331;188;183;174;land;false;desert;1
332;158;219;245;land;false;desert;1
333;225;112;249;land;false;mountain;1
334;244;216;197;land;false;mountain;1
335;126;245;211;land;false;desert;1
336;134;214;232;land;false;hills;1
337;253;169;208;land;false;desert;1
338;232;191;189;land;true;plains;1
339;212;136;172;land;false;desert;1
340;254;138;143;land;false;desert;1
341;244;141;237;land;false;hills;1
342;197;247;67;land;false;forest;1
343;236;134;153;land;true;marsh;1
344;184;116;246;land;false;plains;1
345;181;164;167;land;false;plains;1
346;253;147;243;land;false;desert;1
347;161;220;157;land;false;desert;1
348;205;247;85;land;true;hills;1
349;253;147;168;land;true;plains;1
350;218;222;179;land;false;plains;1
351;177;234;247;land;false;plains;1
352;95;191;240;land;true;plains;1
353;244;174;119;land;false;desert;1
354;141;216;152;land;false;hills;1
355;116;166;233;land;false;jungle;1
356;182;228;200;land;false;desert;1
357;223;230;251;land;false;hills;1
358;254;207;50;land;false;desert;1
359;151;216;175;land;false;mountain;1
360;162;252;178;land;false;desert;1
361;230;143;144;land;false;mountain;1
362;247;112;205;land;false;mountain;1
363;218;238;77;land;false;hills;1
364;232;163;137;land;false;mountain;1
365;237;225;245;land;false;hills;1
366;97;228;207;land;false;mountain;1
367;188;143;225;land;false;plains;1
368;149;223;213;land;false;forest;1
369;252;161;190;land;false;desert;1
370;56;227;235;land;true;desert;1
371;220;101;245;land;false;desert;1
372;207;105;218;land;false;hills;1
373;193;104;252;land;false;desert;1
374;213;201;156;land;false;mountain;1
375;239;153;162;land;false;jungle;1
376;97;229;235;land;false;hills;1
377;174;221;250;land;false;hills;1
378;252;215;37;land;true;plains;1
379;143;215;204;land;false;plains;1
380;166;246;102;land;false;desert;1
381;229;238;167;land;false;hills;1
382;245;196;131;land;false;mountain;1
383;251;198;182;land;false;hills;1
384;213;231;225;land;false;desert;1
385;121;215;235;land;true;plains;1
386;252;251;211;land;false;plains;1
387;155;236;251;land;false;hills;1
388;74;218;215;land;false;mountain;1
389;97;253;235;land;false;hills;1
390;155;231;128;land;false;hills;1
391;225;211;73;land;false;hills;1
392;244;237;187;land;false;plains;1
393;226;217;182;land;false;jungle;1
394;249;94;179;land;false;jungle;1
395;185;228;181;land;false;marsh;1
396;205;98;212;land;false;hills;1
397;125;157;228;land;true;plains;1
398;226;238;82;land;false;plains;1
399;214;217;228;land;false;desert;1
400;250;193;80;land;false;hills;1
401;236;236;101;land;false;hills;1
402;158;237;231;land;false;desert;1
403;228;156;157;land;false;desert;1
404;201;219;171;land;false;desert;1
405;205;159;149;land;false;desert;1
406;229;64;242;land;false;plains;1
407;211;125;183;land;false;mountain;1
408;153;239;253;land;false;hills;1
409;242;224;151;land;false;plains;1
410;91;217;210;land;true;desert;1
411;179;240;93;land;false;mountain;1
412;245;223;236;land;false;hills;1
413;134;215;242;land;false;desert;1
414;164;142;219;land;false;marsh;1
415;220;209;114;land;false;desert;1
416;223;173;194;land;true;jungle;1
417;229;168;235;land;true;hills;1
418;247;146;237;land;false;hills;1
419;225;177;189;land;false;hills;1
420;246;106;158;land;false;hills;1
421;102;174;227;land;false;desert;1
422;185;164;184;land;false;hills;1
423;130;252;238;land;false;desert;1
424;196;214;198;land;true;plains;1
425;215;238;121;land;false;marsh;1
426;117;219;254;land;false;desert;1
427;254;253;111;land;false;desert;1
428;201;162;142;land;false;desert;1
429;251;211;218;land;false;desert;1
430;180;227;130;land;false;marsh;1
431;178;250;163;land;false;desert;1
432;141;233;179;land;false;desert;1
433;198;199;246;land;false;hills;1
434;168;139;227;land;false;jungle;1
435;204;109;243;land;false;plains;1
436;229;155;245;land;false;hills;1
437;249;122;144;land;false;hills;1
438;112;224;183;land;false;mountain;1
439;242;200;91;land;false;desert;1
440;222;198;208;land;false;hills;1
441;127;222;212;land;false;hills;1
442;208;145;232;land;false;hills;1
443;208;121;217;land;false;desert;1
444;219;134;230;land;false;mountain;1
445;202;166;194;land;false;desert;1
446;215;175;178;land;false;marsh;1
447;176;229;222;land;false;mountain;1
448;153;179;249;land;false;desert;1
449;185;211;157;land;false;desert;1
450;222;225;114;land;false;hills;1
451;246;248;20;land;false;mountain;1
452;205;151;156;land;false;marsh;1
453;116;193;193;land;false;desert;1
454;142;245;158;land;false;plains;1
455;84;226;204;land;false;mountain;1
456;203;222;128;land;false;hills;1
457;246;143;209;land;false;desert;1
458;81;251;190;land;false;hills;1
459;169;223;217;land;false;desert;1
460;191;195;211;land;false;desert;1
461;192;205;155;land;false;desert;1
462;148;176;225;land;false;mountain;1
463;250;189;144;land;false;hills;1
464;248;202;227;land;false;desert;1
465;223;234;146;land;false;mountain;1
466;246;241;219;land;false;desert;1
467;211;254;71;land;false;mountain;1
468;191;233;184;land;false;desert;1
469;58;200;253;land;false;desert;1
470;247;36;253;land;false;hills;1
471;223;185;134;land;false;mountain;1
472;184;180;196;land;true;plains;1
473;250;168;130;land;false;desert;1
474;204;164;235;land;false;desert;1
475;234;166;147;land;false;forest;1
476;190;252;65;land;false;plains;1
477;245;73;253;land;false;hills;1
478;233;198;104;land;false;forest;1
479;105;231;184;land;false;marsh;1
480;196;175;222;land;true;desert;1
481;191;244;252;land;false;desert;1
482;210;200;230;land;false;desert;1
483;182;175;166;land;false;plains;1
484;243;226;237;land;false;desert;1
485;169;225;162;land;false;marsh;1
486;234;58;250;land;false;plains;1
487;170;196;209;land;false;mountain;1
488;214;196;246;land;false;hills;1
489;236;236;215;land;false;mountain;1
490;212;246;137;land;false;desert;1
491;247;245;50;land;false;desert;1
492;235;188;97;land;false;desert;1
493;195;243;140;land;false;jungle;1
494;198;232;250;land;false;desert;1
495;137;142;239;land;false;desert;1
496;197;239;227;land;true;plains;1
497;160;220;206;land;false;hills;1
498;244;184;144;land;true;desert;1
499;125;248;244;land;false;jungle;1
500;199;178;160;land;false;hills;1
501;241;203;200;land;false;hills;1
502;202;204;158;land;false;desert;1
503;195;150;184;land;false;forest;1
504;89;209;241;land;false;desert;1
505;251;190;222;land;false;plains;1
506;197;182;205;land;false;hills;1
507;191;233;247;land;false;desert;1
508;82;230;241;land;false;desert;1
509;231;195;113;land;false;jungle;1
510;183;254;100;land;true;plains;1
511;230;160;227;land;false;desert;1
512;212;70;246;land;false;hills;1
513;131;251;128;land;false;desert;1
514;125;216;253;land;false;hills;1
515;201;172;191;land;true;plains;1
516;91;231;240;land;false;hills;1
517;125;247;191;land;false;mountain;1
518;206;142;167;land;false;desert;1
519;131;184;239;land;false;desert;1
520;196;169;252;land;false;hills;1
521;250;162;157;land;false;hills;1
522;154;230;185;land;false;hills;1
523;235;233;73;land;true;plains;1
524;162;212;199;land;false;plains;1
525;102;243;231;land;true;plains;1
526;184;157;226;land;false;plains;1
527;204;176;251;land;false;hills;1
528;136;195;230;land;true;desert;1
529;94;215;196;land;false;hills;1
530;228;199;139;land;false;plains;1
531;249;88;227;land;false;mountain;1
532;247;158;206;land;false;hills;1
533;22;247;239;land;false;hills;1
534;135;249;225;land;false;hills;1
535;240;221;50;land;false;forest;1
536;225;161;122;land;false;plains;1
537;209;209;146;land;false;jungle;1
538;239;73;199;land;false;hills;1
539;128;233;247;land;false;forest;1
540;223;176;144;land;false;desert;1
541;205;234;146;land;false;hills;1
542;61;228;213;land;false;desert;1
543;190;209;212;land;false;desert;1
544;237;224;61;land;false;hills;1
545;126;234;247;land;false;hills;1
546;242;188;197;land;false;desert;1
547;186;232;210;land;false;hills;1
548;247;249;209;land;false;hills;1
549;192;201;200;land;false;hills;1
550;202;207;103;land;false;forest;1
551;92;222;203;land;false;hills;1
552;253;196;143;land;false;hills;1
553;218;104;239;land;false;hills;1
554;243;240;161;land;false;desert;1
555;185;203;214;land;false;desert;1
556;200;174;149;land;false;desert;1
557;200;192;159;land;true;jungle;1
558;240;184;166;land;false;plains;1
559;201;253;136;land;false;desert;1
560;244;239;62;land;false;mountain;1
561;212;234;172;land;false;desert;1
562;252;219;114;land;true;hills;1
563;65;248;214;land;false;marsh;1
564;249;210;230;land;false;desert;1
565;128;164;232;land;false;jungle;1
566;238;68;240;land;false;mountain;1
567;209;126;248;land;false;plains;1
568;199;64;246;land;false;desert;1
569;199;229;234;land;false;desert;1
570;222;88;217;land;false;plains;1
571;226;231;117;land;false;hills;1
572;238;50;235;land;false;marsh;1
573;242;210;101;land;false;hills;1
574;225;199;230;land;true;plains;1
575;135;252;146;land;true;plains;1
576;222;116;179;land;false;desert;1
577;183;176;174;land;true;plains;1
578;215;231;232;land;false;desert;1
579;249;242;192;land;false;plains;1
580;250;212;108;land;false;forest;1
581;106;227;249;land;true;hills;1
582;208;199;210;land;true;hills;1
583;207;216;135;land;false;hills;1
584;188;151;200;land;false;jungle;1
585;241;242;42;land;false;hills;1
586;213;177;234;land;false;mountain;1
587;83;206;224;land;false;jungle;1
588;238;164;202;land;false;mountain;1
589;226;251;94;land;false;marsh;1
590;239;153;158;land;false;hills;1
591;73;238;239;land;false;desert;1
592;235;246;235;land;false;hills;1
593;251;27;251;land;false;desert;1
594;234;158;205;land;false;mountain;1
595;186;127;194;land;false;forest;1
596;149;207;157;land;false;desert;1
597;138;156;244;land;false;desert;1
598;220;243;77;land;false;hills;1
599;225;233;90;land;false;desert;1
600;216;230;81;land;false;marsh;1
601;228;241;151;land;false;hills;1
602;241;135;178;land;true;plains;1
603;251;240;126;land;false;hills;1
604;224;231;190;land;false;forest;1
605;234;250;22;land;false;marsh;1
606;175;195;161;land;false;mountain;1
607;219;136;209;land;false;desert;1
608;250;221;205;land;true;forest;1
609;219;245;216;land;false;hills;1
610;76;243;251;land;false;desert;1
611;194;252;141;land;false;forest;1
612;214;248;130;land;false;hills;1
613;78;182;253;land;false;desert;1
614;131;235;144;land;false;hills;1
615;47;228;243;land;false;mountain;1
616;189;246;95;land;false;desert;1
617;215;254;234;land;true;hills;1
618;75;247;197;land;false;jungle;1
619;207;76;251;land;false;hills;1
620;252;31;229;land;true;forest;1
621;177;207;228;land;true;plains;1
622;175;170;249;land;false;desert;1
623;136;182;194;land;true;forest;1
624;181;178;179;land;true;jungle;1
625;212;222;72;land;false;desert;1
626;245;140;154;land;false;hills;1
627;219;101;201;land;false;hills;1
628;213;183;148;land;false;desert;1
629;227;187;127;land;true;plains;1
630;197;124;251;land;false;hills;1
631;251;112;188;land;false;plains;1
632;194;186;183;land;false;hills;1
633;241;176;170;land;true;plains;1
634;237;221;219;land;false;plains;1
635;160;142;208;land;false;hills;1
636;246;159;123;land;false;hills;1
637;144;185;215;land;false;mountain;1
638;244;89;237;land;false;hills;1
639;157;214;248;land;false;hills;1
640;186;194;172;land;false;hills;1
641;230;71;220;land;false;marsh;1
642;244;128;166;land;false;desert;1
643;84;170;252;land;false;hills;1
644;98;223;244;land;false;desert;1
645;239;235;91;land;false;desert;1
646;54;220;251;land;true;desert;1
647;126;223;232;land;false;desert;1
648;229;170;106;land;false;desert;1
649;215;231;224;land;false;desert;1
650;183;169;202;land;false;mountain;1
651;239;26;244;land;false;hills;1
652;176;252;105;land;false;hills;1
653;163;179;194;land;false;mountain;1
654;236;80;231;land;false;hills;1
655;244;214;96;land;false;plains;1
656;226;193;97;land;false;hills;1
657;115;230;177;land;false;desert;1
658;175;120;229;land;false;plains;1
659;198;119;195;land;false;desert;1
660;250;216;68;land;false;hills;1
661;253;204;135;land;false;desert;1
662;86;246;210;land;false;desert;1
663;223;187;144;land;true;desert;1
664;55;228;242;land;false;mountain;1
665;212;148;203;land;true;plains;1
666;157;140;236;land;true;forest;1
667;158;233;143;land;false;desert;1
668;171;215;119;land;false;plains;1
669;230;225;166;land;false;desert;1
670;136;217;193;land;false;hills;1
671;235;156;126;land;false;marsh;1
672;230;188;184;land;false;hills;1
673;253;249;228;land;false;desert;1
674;242;134;240;land;false;desert;1
675;119;241;210;land;false;jungle;1
676;201;204;96;land;false;hills;1
677;121;253;187;land;false;desert;1
678;118;223;160;land;false;hills;1
679;191;89;221;land;false;plains;1
680;139;241;225;land;false;plains;1
681;217;187;186;land;false;desert;1
682;73;192;241;land;true;marsh;1
683;239;180;191;land;false;hills;1
684;243;115;253;land;true;desert;1
685;196;190;241;land;false;hills;1
686;244;191;142;land;false;desert;1
687;227;81;228;land;false;jungle;1
688;169;138;232;land;false;hills;1
689;223;242;208;land;false;mountain;1
690;228;81;203;land;false;desert;1
691;243;47;221;land;false;hills;1
692;251;124;139;land;true;plains;1
693;233;219;52;land;false;hills;1
694;92;232;207;land;false;desert;1
695;151;127;248;land;false;hills;1
696;240;69;238;land;true;plains;1
697;212;140;251;land;false;mountain;1
698;189;150;216;land;true;plains;1
699;172;126;216;land;false;hills;1
700;120;233;241;land;false;mountain;1
701;224;166;201;land;false;jungle;1
702;124;158;228;land;false;desert;1
703;236;235;85;land;true;plains;1
704;234;197;142;land;false;hills;1
705;84;234;219;land;false;hills;1
706;221;126;164;land;true;hills;1
707;219;183;100;land;false;forest;1
708;242;156;253;land;false;desert;1
709;229;242;84;land;false;mountain;1
710;81;175;248;land;false;hills;1
711;252;234;95;land;false;desert;1
712;248;214;118;land;false;desert;1
713;232;155;218;land;false;hills;1
714;154;197;198;land;false;hills;1
715;127;224;205;land;false;desert;1
716;174;215;204;land;false;hills;1
717;250;103;248;land;false;desert;1
718;247;153;235;land;false;hills;1
719;246;210;129;land;false;mountain;1
720;195;181;250;land;true;plains;1
721;207;249;47;land;false;desert;1
722;203;187;247;land;false;desert;1
723;209;246;128;land;false;desert;1
724;197;128;227;land;false;desert;1
725;143;173;188;land;false;mountain;1
726;93;193;217;land;true;marsh;1
727;71;241;220;land;false;desert;1
728;203;187;114;land;false;desert;1
729;101;203;197;land;true;desert;1
730;160;156;195;land;false;hills;1
731;217;230;102;land;true;plains;1
732;48;233;247;land;false;hills;1
733;69;225;212;land;false;forest;1
734;199;243;184;land;false;marsh;1
735;247;235;253;land;true;plains;1
736;70;239;249;land;false;jungle;1
737;178;178;165;land;false;desert;1
738;200;202;196;land;true;desert;1
739;219;202;123;land;false;desert;1
740;231;164;156;land;false;mountain;1
741;155;148;230;land;false;hills;1
742;148;253;128;land;false;hills;1
743;252;49;214;land;false;mountain;1
744;209;181;210;land;true;jungle;1
745;252;118;227;land;true;plains;1
746;220;182;236;land;false;mountain;1
747;176;158;206;land;false;hills;1
748;160;229;205;land;false;hills;1
749;170;156;240;land;true;jungle;1
750;223;144;139;land;false;hills;1
751;92;211;203;land;false;desert;1
752;171;123;222;land;false;desert;1
753;254;87;184;land;true;forest;1
754;220;253;161;land;false;desert;1
755;242;178;154;land;false;hills;1
756;168;214;176;land;false;plains;1
757;157;168;223;land;false;desert;1
758;247;141;241;land;false;hills;1
759;202;62;240;land;false;mountain;1
760;213;225;89;land;false;hills;1
761;244;154;200;land;false;forest;1
762;243;164;149;land;false;plains;1
763;234;139;181;land;false;hills;1
764;54;246;226;land;false;marsh;1
765;99;191;214;land;false;desert;1
766;88;190;232;land;false;desert;1
767;236;221;50;land;false;desert;1
768;194;93;243;land;false;hills;1
769;198;203;158;land;true;plains;1
770;135;186;185;land;false;hills;1
771;254;216;168;land;false;marsh;1
772;216;213;206;land;false;hills;1
773;206;240;166;land;false;desert;1
774;165;241;159;land;false;desert;1
775;221;239;184;land;true;desert;1
776;235;253;192;land;false;desert;1
777;239;191;252;land;true;plains;1
778;254;180;228;land;false;hills;1
779;112;172;240;land;false;hills;1
780;212;155;153;land;false;desert;1
781;218;213;100;land;false;hills;1
782;211;140;215;land;false;desert;1
783;132;217;173;land;false;hills;1
784;187;184;187;land;false;hills;1
785;134;248;193;land;true;desert;1
786;251;212;73;land;false;hills;1
787;226;230;134;land;false;desert;1
788;218;221;170;land;false;forest;1
789;163;170;202;land;false;hills;1
790;237;69;202;land;false;forest;1
791;213;224;236;land;false;forest;1
792;251;215;70;land;false;mountain;1
793;238;31;248;land;false;hills;1
794;178;237;159;land;false;desert;1
795;209;253;128;land;false;hills;1
796;109;254;169;land;false;hills;1
797;190;162;234;land;false;jungle;1
798;247;154;247;land;false;hills;1
799;120;219;230;land;false;marsh;1
800;167;215;235;land;false;hills;1
801;206;197;134;land;false;mountain;1
802;109;168;224;land;false;marsh;1
803;213;238;240;land;true;desert;1
804;155;232;192;land;false;hills;1
805;202;201;143;land;false;hills;1
806;168;185;182;land;true;plains;1
807;140;187;201;land;false;hills;1
808;222;82;198;land;false;plains;1
809;231;247;64;land;false;hills;1
810;157;246;135;land;false;hills;1
811;143;183;177;land;false;desert;1
812;180;199;150;land;true;desert;1
813;220;181;236;land;false;desert;1
